"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapEffort
Fleet name,Trawlers

Step,61
Year,5.083313
-9999,0.6929839253425598,0.8056898713111877,1.048189401626587,1.3132015466690063,1.5927917957305908,1.861061453819275,2.052375555038452,2.1136629581451416,2.1023049354553223,2.0917835235595703,2.1154842376708984,0,0,0,2.21016526222229,2.205390691757202,2.176790952682495,2.132763385772705,-9999
-9999,0.9883741736412048,1.1242374181747437,1.3987269401550293,1.658263921737671,1.873718500137329,2.034505844116211,2.106627941131592,2.083285331726074,2.0227725505828857,1.9726725816726685,1.9479442834854126,0,0,0,1.9081262350082397,1.9780642986297607,2.0991225242614746,2.106682538986206,-9999
-9999,1.264526128768921,1.408092737197876,1.6957019567489624,1.9269274473190308,2.0549092292785645,2.101060152053833,2.0765786170959473,2.004983425140381,1.9243446588516235,1.8564651012420654,1.7786438465118408,1.6957638263702393,1.610003113746643,0,0,1.5323193073272705,1.7115364074707031,-9999,-9999
-9999,1.4394817352294922,1.5858800411224365,1.8611986637115479,2.038548469543457,2.0861175060272217,2.0534613132476807,1.9794385433197021,1.9037983417510986,1.8350402116775513,0,0,0,1.3630576133728027,0,0,1.0807384252548218,0,-9999,-9999
-9999,1.5642662048339844,1.702475666999817,1.9325770139694214,2.0573339462280273,2.0343899726867676,1.944218397140503,1.842315673828125,1.7705018520355225,0,0,0,0,1.1674729585647583,1.015262246131897,0.8873414993286133,0.7869410514831543,0.695010244846344,0,0
-9999,-9999,1.806240439414978,1.9663164615631104,2.0414607524871826,1.9611027240753174,1.8170818090438843,1.690922737121582,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,1.9280439615249634,1.997226357460022,2.0119757652282715,1.8762532472610474,1.6824434995651245,1.523598074913025,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,-9999,2.002101182937622,1.991254448890686,1.8330057859420776,1.6126813888549805,1.4393184185028076,0,0,0,0,0,0,0,0,0,0,0,0

Step,109
Year,9.083297
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.22958199679851532,0.22505725920200348,-9999,-9999,0.19991478323936462,0.1871562898159027,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.23524144291877747,0.25274088978767395,0.28428566455841064,0.3104555010795593,0.32741469144821167,0.3373347222805023,0.30541664361953735,0.2805187702178955,0.2784730792045593,0.27869346737861633,0.25214794278144836,0.21966975927352905,0.19801995158195496,0.1854124367237091,-9999,-9999
