"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapCatch
Contaminant Concentrations,Whiting

Step,61
Year,5.083313
-9999,0.05522411689162254,0.07574141025543213,0.13438506424427032,0.2300386279821396,0.3586055338382721,0.5082635879516602,0.6245309114456177,0.6587706804275513,0.6416886448860168,0.6179635524749756,0.6130471229553223,0,0,0.6306204795837402,0,0.5686352849006653,0.5140794515609741,0.48689478635787964,-9999
-9999,0.10451317578554153,0.13764549791812897,0.22113798558712006,0.3230864703655243,0.43489935994148254,0.5374811291694641,0.5923791527748108,0.5767653584480286,0.5319699048995972,0.49821120500564575,0.48736223578453064,0,0,0,0.51712965965271,0.5221474766731262,0.5172184109687805,0.5047937631607056,-9999
-9999,0.18336232006549835,0.22940008342266083,0.3328317701816559,0.4303167760372162,0.5002328157424927,0.5357468724250793,0.5257154703140259,0.47716018557548523,0.42149636149406433,0.3815695345401764,0.35955554246902466,0,0,0,0.34374284744262695,0.3765471875667572,0.43343862891197205,0.4507996141910553,-9999
-9999,0.2621392011642456,0.3110671043395996,0.4167643189430237,0.49004918336868286,0.5071062445640564,0.4857791066169739,0.43973419070243835,0.38252493739128113,0.33331793546676636,0.298664927482605,0.2690332531929016,0.24362453818321228,0.2213122844696045,0,0,0.21169421076774597,0.2686167061328888,-9999,-9999
-9999,0.3021528124809265,0.34477317333221436,0.4327014088630676,0.4703599810600281,0.45039471983909607,0.40407994389533997,0.3499889671802521,0.30536362528800964,0.27173832058906555,0,0,0,0.1517256796360016,0,0,0.10404649376869202,0,-9999,-9999
-9999,0.3283839225769043,0.34901586174964905,0.4059906303882599,0.41780003905296326,0.37753257155418396,0.3211739659309387,0.27185818552970886,0.240003764629364,0,0,0,0,0.10955687612295151,0.08638102561235428,0.06891870498657227,0.05678170919418335,0.04662485420703888,0,0
-9999,-9999,0.33296719193458557,0.36729180812835693,0.36498308181762695,0.31473568081855774,0.25481078028678894,0.2109452486038208,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,0.34332147240638733,0.34129518270492554,0.3236406743526459,0.26591256260871887,0.2042703926563263,0.1623614877462387,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,-9999,0.31624236702919006,0.3011265695095062,0.24320489168167114,0.18139244616031647,0.14121563732624054,0,0,0,0,0,0,0,0,0,0,0,0

